item,title,genres,other
6467,8569,Unknown,0
6732,8301,Unknown,0
18745,924,Unknown,0
17956,647,Unknown,0
19302,5955,Unknown,0
7695,660,Unknown,0
3696,5025,Unknown,0
11757,4700,Unknown,0
12689,9264,Unknown,0
2289,5204,Unknown,0
749,1480,Unknown,0
10404,6920,Unknown,0
3299,1028,Unknown,0
19047,6801,Unknown,0
3053,4059,Unknown,0
3529,3229,Rap,35
7017,5511,Unknown,0
5135,1974,Unknown,0
7346,6099,Unknown,0
12466,2988,Unknown,0
19782,8715,Rock,134
13957,8164,Movie Soundtracks,188
16112,473,Unknown,0
10193,3158,Unknown,0
20492,3536,Unknown,0
16361,4944,Unknown,0
5266,6873,Unknown,0
19977,9142,Unknown,0
5713,6898,Unknown,0
16401,8888,Pop,106
1488,2546,Unknown,0
3286,4624,Unknown,0
19318,9088,Unknown,0
9572,43,Unknown,0
18819,2226,Unknown,0
14349,6494,Unknown,0
5692,8769,Unknown,0
1837,5537,Unknown,0
3040,150,Unknown,0
17902,9118,Unknown,0
15507,2498,Unknown,0
15161,495,Unknown,0
18257,4827,Unknown,0
19336,536,Unknown,0
15316,4588,Unknown,0
16456,2753,Unknown,0
533,7034,Unknown,0
4679,1682,Unknown,0
14792,8301,Rock,134
14746,3142,Unknown,0
16117,7188,Latin,88
14346,4569,Unknown,0
11692,4537,Unknown,0
18548,4162,Unknown,0
7437,8121,Rock,134
12509,6898,Unknown,0
2406,2450,Unknown,0
15447,3704,Unknown,0
72,6448,Unknown,0
10175,4188,Unknown,0
2280,2999,Pop,106
9608,7923,R&B,114
15108,255,R&B,114
6057,4286,Unknown,0
16626,5820,Unknown,0
3566,6769,Unknown,0
16712,7088,Unknown,0
18238,3174,Unknown,0
20060,7347,Unknown,0
14070,3372,Unknown,0
17746,3274,Unknown,0
1891,2093,Unknown,0
12225,1229,Rock,134
9571,5257,Unknown,0
3561,8645,Unknown,0
4730,3524,Unknown,0
14054,3372,Unknown,0
7078,5475,Rock,134
8880,6640,Unknown,0
13496,3055,Unknown,0
7422,5205,Unknown,0
6971,6870,Unknown,0
7131,7143,Unknown,0
2415,8184,Unknown,0
2206,6099,Unknown,0
12974,8761,Unknown,0
14148,1088,Unknown,0
5752,3195,Unknown,0
2843,6898,Unknown,0
3941,8443,Unknown,0
4848,3952,Unknown,0
2742,3987,Unknown,0
5880,6370,Classic R&B,115
13793,5365,Unknown,0
7938,1455,Unknown,0
15333,389,Unknown,0
14802,9315,Unknown,0
5415,507,Unknown,0
9894,890,Unknown,0
14814,2989,Unknown,0
5843,7367,Unknown,0
18489,1842,Unknown,0
15062,2067,Unknown,0
9215,8667,Unknown,0
4790,2775,Unknown,0
9568,3910,Unknown,0
14057,3101,Unknown,0
8828,1692,Unknown,0
19863,7024,Unknown,0
3059,5919,Unknown,0
5417,460,Unknown,0
14634,3564,Unknown,0
8355,1972,R&B,114
3399,3058,Unknown,0
15234,7570,Unknown,0
18708,6913,Pop,106
10244,1715,Unknown,0
15157,6926,Unknown,0
4750,1842,Unknown,0
832,566,Unknown,0
7177,4926,Reggae,27
7920,8213,Unknown,0
11161,3998,Unknown,0
561,9171,Unknown,0
4632,8592,Unknown,0
16617,1375,Unknown,0
18494,3428,Unknown,0
18489,1842,Unknown,0
19257,924,Unknown,0
8994,6468,Unknown,0
1556,507,Unknown,0
5009,4766,Unknown,0
4813,651,Unknown,0
8887,7350,Unknown,0
5676,6468,Unknown,0
8659,8879,R&B,114
20221,5229,Rock,134
16286,7389,Unknown,0
137,2471,Unknown,0
9326,1765,Pop,106
16314,4188,Unknown,0
154,5869,Unknown,0
10522,6361,R&B,114
3059,5919,Unknown,0
5734,2860,Unknown,0
7327,4599,Rap,35
12877,3639,Unknown,0
19573,250,Unknown,0
11606,2854,Unknown,0
2657,2384,Unknown,0
12543,1901,Unknown,0
1010,2546,Unknown,0
5739,7656,Unknown,0
11305,3899,Unknown,0
12681,362,Unknown,0
1692,3369,Unknown,0
12917,2640,Pop,106
1230,8034,R&B,114
19347,3076,Pop,106
12358,1548,Unknown,0
16751,4095,Unknown,0
7694,874,Unknown,0
19574,5355,Unknown,0
19366,1502,Unknown,0
7622,3592,Unknown,0
20331,8748,Unknown,0
13523,3210,Rock,134
14903,1983,Unknown,0
14001,8883,Unknown,0
3949,9101,Unknown,0
5558,7621,Unknown,0
16492,2923,Unknown,0
203,2999,Unknown,0
9011,2640,Pop,106
7667,106,Unknown,0
17616,4966,Unknown,0
9462,1347,Unknown,0
13219,6625,Unknown,0
6402,5439,Unknown,0
8413,7634,Unknown,0
2012,6951,Unknown,0
2432,2711,Unknown,0
14047,9054,Unknown,0
19553,8815,Unknown,0
5503,862,Unknown,0
13799,1163,Unknown,0
7017,5511,Unknown,0
15211,7706,Unknown,0
2375,9252,Unknown,0
11959,2577,Unknown,0
16548,647,Unknown,0
5269,8058,Unknown,0
4520,4117,Unknown,0
10470,3586,Unknown,0
11491,2220,Unknown,0
14626,950,Unknown,0
16226,218,Unknown,0
14076,5767,Unknown,0
13657,7720,Unknown,0
7798,2929,Unknown,0
7367,5797,Unknown,0
10370,8435,Blues,47
12892,3449,Unknown,0
4012,8668,Rock,134
16,4530,Unknown,0
11555,6805,Unknown,0
1016,1335,Unknown,0
17380,3768,Unknown,0
16681,7634,Pop,106
18795,6262,Unknown,0
8887,7350,Unknown,0
9122,7272,Unknown,0
15138,8720,Unknown,0
12591,5511,Unknown,0
17800,5893,Unknown,0
3347,6025,Unknown,0
12682,3888,Unknown,0
6147,6176,Unknown,0
17844,3298,Unknown,0
6558,480,Unknown,0
1700,2567,Folk,65
12659,6328,Unknown,0
18953,3492,Unknown,0
7439,4408,Unknown,0
2534,8078,Unknown,0
20417,7297,Unknown,0
6882,5256,Unknown,0
18292,8638,Unknown,0
14528,3027,Unknown,0
4585,1153,Unknown,0
9177,735,Unknown,0
61,6916,Unknown,0
17540,8389,Unknown,0
16577,1450,Unknown,0
11330,8345,Unknown,0
14657,2862,Rock,134
12444,6200,Unknown,0
7,7615,Unknown,0
18430,7362,Unknown,0
9589,9396,Unknown,0
19366,1502,Unknown,0
19736,6631,Country,54
11562,7240,Unknown,0
16160,5299,Unknown,0
18038,8453,Unknown,0
18644,9200,Unknown,0
7207,1107,Unknown,0
2455,8544,Country,54
10878,8314,Unknown,0
6900,5007,Unknown,0
15944,141,Unknown,0
4021,5881,Unknown,0
15490,4931,Unknown,0
1786,3952,Unknown,0
75,2171,Unknown,0
19412,3137,Unknown,0
1427,152,Unknown,0
434,233,Unknown,0
11872,5853,Unknown,0
9352,4124,Unknown,0
18966,4453,Unknown,0
17956,647,Unknown,0
8305,3282,Unknown,0
5086,6541,Unknown,0
7041,9193,Unknown,0
9201,6272,Unknown,0
9283,5864,Rock,134
17207,7859,Unknown,0
12111,7088,Unknown,0
13935,3474,Unknown,0
19249,7996,Unknown,0
11841,8118,Unknown,0
16730,9222,Unknown,0
8420,1447,Unknown,0
1448,7960,Unknown,0
9622,4155,Unknown,0
11771,1929,Unknown,0
18304,2795,Unknown,0
15103,7676,Unknown,0
16242,6128,R&B,114
8960,2907,Unknown,0
7836,5719,Unknown,0
9524,1053,Rock,134
4642,7459,Unknown,0
4823,3255,Unknown,0
252,5963,Unknown,0
970,5699,Unknown,0
12961,5016,Unknown,0
1282,5045,Unknown,0
7654,3122,Unknown,0
6723,8021,Unknown,0
12506,2909,Unknown,0
14522,7634,Pop,106
5792,4624,Unknown,0
15051,6252,Unknown,0
6811,4459,Unknown,0
6992,8078,Unknown,0
10812,5684,Unknown,0
19102,1926,Unknown,0
12812,3101,Unknown,0
3479,6820,Blues,47
2546,6918,Rock,134
19048,7899,Unknown,0
20058,8301,Rock,134
17364,6965,Unknown,0
7792,7372,Unknown,0
10682,7188,Unknown,0
13490,8377,Unknown,0
4778,1242,Unknown,0
9351,5231,Unknown,0
3950,4444,Unknown,0
18968,9146,Unknown,0
16675,902,Unknown,0
11949,179,Unknown,0
2918,1109,Unknown,0
12475,5282,Unknown,0
627,4261,Unknown,0
14147,4789,Unknown,0
15447,3704,Unknown,0
18712,2020,Classic Rock,135
7640,2220,Unknown,0
608,3811,Unknown,0
207,4554,Unknown,0
2797,3611,Unknown,0
10588,7465,Unknown,0
7035,1782,Unknown,0
11744,8308,Unknown,0
2541,9356,Unknown,0
12449,8555,Unknown,0
10609,7578,Unknown,0
11983,5869,Unknown,0
11362,3058,Unknown,0
17046,5035,Unknown,0
11423,1156,Rock,134
4184,6961,Unknown,0
12036,4720,Unknown,0
17187,2389,Unknown,0
5197,4082,Unknown,0
9331,3575,Unknown,0
11173,6211,Unknown,0
20052,2840,Unknown,0
19108,2171,Unknown,0
9512,9266,Unknown,0
13603,4988,Unknown,0
19851,1094,Unknown,0
17586,3708,Unknown,0
6283,928,Unknown,0
785,1853,Unknown,0
17481,6082,Unknown,0
7575,176,Unknown,0
20356,7900,Unknown,0
2174,1340,Unknown,0
14393,9126,Rock,134
11285,1823,Unknown,0
9169,4781,Country,54
18130,7762,Unknown,0
3314,7935,Unknown,0
1992,9194,Unknown,0
3098,6554,Unknown,0
10892,5264,Unknown,0
19646,2440,Unknown,0
4754,7031,Unknown,0
5468,3802,Unknown,0
12217,885,Unknown,0
14711,9093,Unknown,0
19669,8510,Unknown,0
7832,7050,Unknown,0
2542,3623,Unknown,0
18334,2236,Unknown,0
10211,2840,Unknown,0
9108,5365,Unknown,0
5929,444,Unknown,0
18898,4249,Unknown,0
13312,6853,Unknown,0
18219,9317,Unknown,0
4626,6262,R&B,114
18283,1695,Unknown,0
4446,7199,Unknown,0
6877,3275,Unknown,0
19297,8872,Unknown,0
3833,6099,Unknown,0
17109,8576,Unknown,0
6701,3373,Pop,106
14110,8081,Unknown,0
18442,4625,Unknown,0
3217,3440,Unknown,0
14394,2129,Unknown,0
5585,8560,Folk,65
8935,4716,Unknown,0
12795,6616,Unknown,0
15385,7041,Pop,106
11372,7923,R&B,114
16985,4748,Unknown,0
9108,5365,Unknown,0
1246,3962,Unknown,0
15814,684,Unknown,0
4339,7216,Unknown,0
1502,9302,Unknown,0
19182,7227,Rock,134
9535,2546,Unknown,0
12304,418,Unknown,0
10160,7927,Unknown,0
4233,4815,Unknown,0
19434,9088,Adult Contemporary,107
14648,2904,Unknown,0
1061,2939,Unknown,0
14249,8081,Unknown,0
13998,8457,Unknown,0
4228,688,Unknown,0
17014,5052,Pop,106
13923,2486,Unknown,0
5704,2379,Unknown,0
13678,2818,Unknown,0
9714,2273,Unknown,0
999,4061,Unknown,0
9235,9093,Unknown,0
6818,2949,Unknown,0
10167,4777,Unknown,0
197,623,Unknown,0
8484,3575,Unknown,0
11625,3990,Metal,148
2555,5441,Unknown,0
8196,8473,Unknown,0
3392,780,Unknown,0
16654,2498,Unknown,0
20460,7075,Unknown,0
5474,1026,Unknown,0
6159,6766,Unknown,0
13512,3951,Unknown,0
13568,1828,Unknown,0
20515,7762,Unknown,0
17323,7634,Unknown,0
14102,6781,Unknown,0
6626,6832,Unknown,0
5862,1534,Unknown,0
3966,1360,Vocal Jazz,84
3930,7511,Unknown,0
10649,6015,Unknown,0
7518,7107,Modern Rock,159
17124,7105,Unknown,0
19139,1926,Unknown,0
20124,7109,Unknown,0
1202,422,Unknown,0
10454,3988,Unknown,0
15143,2988,Unknown,0
20261,4560,Unknown,0
6818,3872,Unknown,0
5845,29,Unknown,0
232,8798,Unknown,0
15926,7634,Unknown,0
4834,6090,Unknown,0
19887,7632,R&B,114
18164,3176,Unknown,0
18872,3982,Unknown,0
11266,6421,Unknown,0
13612,5511,Unknown,0
14865,273,Unknown,0
16296,33,Unknown,0
17675,6996,Unknown,0
568,802,Unknown,0
6879,2171,Unknown,0
19006,5511,Unknown,0
11107,7632,Unknown,0
408,1441,Unknown,0
14644,1597,Unknown,0
14524,1042,Rock,134
8330,3371,Unknown,0
12558,3981,Unknown,0
5426,7234,Unknown,0
13401,3692,Unknown,0
14733,2284,Unknown,0
7295,526,Unknown,0
4747,9200,Unknown,0
13816,5834,Unknown,0
16548,647,Unknown,0
6095,2459,Rock,134
9144,2444,Rock,134
9331,3575,Unknown,0
10457,8798,Rap,35
8438,4769,Unknown,0
14919,5443,Unknown,0
12633,4789,Pop,106
8356,9098,Unknown,0
17260,3586,Unknown,0
20492,3536,Unknown,0
2065,7169,Unknown,0
2183,1456,Unknown,0
7566,3778,R&B,114
3445,3725,Unknown,0
18987,1752,Unknown,0
7542,6104,Unknown,0
19096,579,Unknown,0
9470,7609,Unknown,0
20022,6390,Unknown,0
8189,1388,Unknown,0
3699,5864,Rock,134
7750,3332,Unknown,0
13901,535,Speed Metal,149
6593,2599,Electronic/Dance,1
3368,5874,Unknown,0
18665,2153,Unknown,0
3415,5016,Unknown,0
15677,2389,Pop,106
11419,4720,Unknown,0
6527,2089,Unknown,0
19003,5501,Unknown,0
7887,1429,Unknown,0
15902,2546,Unknown,0
2615,557,Unknown,0
7577,7366,Country,54
8401,6873,Unknown,0
14958,3138,Unknown,0
5179,39,Unknown,0
3695,6311,Unknown,0
10676,5753,Rap,35
13484,8788,Unknown,0
15742,7101,Unknown,0
7281,3641,Unknown,0
8754,6534,Unknown,0
3167,2722,Unknown,0
9916,5983,Rock,134
2714,5663,Unknown,0
19886,1547,Unknown,0
15274,868,Unknown,0
14853,7075,Unknown,0
6471,5113,Unknown,0
17652,429,Unknown,0
19218,5706,Unknown,0
15887,7,Unknown,0
4992,8154,Unknown,0
12685,7848,Rap,35
456,6521,Unknown,0
9829,4823,Unknown,0
15990,77,Country,54
5254,7790,Unknown,0
17886,4453,Unknown,0
15320,6099,Unknown,0
16899,447,Unknown,0
8984,1799,Unknown,0
11581,2152,Unknown,0
12270,6943,Unknown,0
3045,5225,Unknown,0
2114,5499,Unknown,0
3653,2097,Unknown,0
16278,6099,Unknown,0
4750,1842,Unknown,0
202,69,Rock,134
10322,898,Rap,35
11880,5890,Unknown,0
19247,7994,Pop,106
18844,2384,Unknown,0
6763,5410,Unknown,0
14470,3711,Unknown,0
13434,956,Unknown,0
6291,4998,Adult Alternative,166
14164,2505,Unknown,0
17325,241,Unknown,0
1411,4203,Rock,134
4181,43,Unknown,0
5817,8804,Unknown,0
11869,3375,Unknown,0
13250,152,Unknown,0
18654,885,Unknown,0
15474,4931,Unknown,0
13752,3691,Unknown,0
17676,3081,Unknown,0
13225,4921,Unknown,0
5846,3458,Unknown,0
17861,2860,Unknown,0
6148,4524,Unknown,0
3790,352,Unknown,0
9579,4351,Unknown,0
19839,6930,Unknown,0
16752,5936,Unknown,0
6240,6210,Unknown,0
2964,5530,Unknown,0
15842,7578,Unknown,0
18807,3835,Vocal Jazz,84
15447,3704,Unknown,0
8752,1722,Unknown,0
8504,5052,Unknown,0
8245,3793,Unknown,0
10558,598,Unknown,0
17174,8171,Unknown,0
5002,6751,Unknown,0
7541,7146,Unknown,0
15276,2020,Classic Rock,135
12282,1734,Unknown,0
8812,1486,Unknown,0
698,5113,Unknown,0
7067,2020,Classic Rock,135
15339,2379,Unknown,0
17410,4095,Unknown,0
3200,5737,Unknown,0
3186,2384,Unknown,0
8092,4453,Unknown,0
11872,5853,Unknown,0
16754,6904,Country,54
13608,7927,Unknown,0
10180,4385,Unknown,0
10061,6328,Unknown,0
15878,1476,Unknown,0
11647,6002,Unknown,0
347,4061,Unknown,0
2580,563,Unknown,0
3579,5879,Unknown,0
13553,9317,Unknown,0
10664,1896,Unknown,0
10560,5016,Unknown,0
2081,3994,Unknown,0
14872,6091,Unknown,0
1243,3292,Unknown,0
9435,4484,Unknown,0
16475,7088,Unknown,0
9603,9433,Unknown,0
6033,3172,Unknown,0
1162,3625,Unknown,0
12325,7868,Unknown,0
7700,9207,Unknown,0
3654,2927,Unknown,0
9403,5177,Unknown,0
7640,2220,Unknown,0
8779,1582,Unknown,0
11448,5777,Unknown,0
19941,7259,Unknown,0
4100,717,Rap,35
18170,5464,Unknown,0
17953,3827,Unknown,0
13717,6121,Unknown,0
1949,1933,Unknown,0
10479,5869,Unknown,0
16528,2609,Unknown,0
16387,3733,Rock,134
7004,418,Unknown,0
7599,7960,Unknown,0
16233,4500,Unknown,0
16565,2183,Rock,134
15542,7362,Unknown,0
16776,3070,World,192
12679,5526,Unknown,0
14257,4016,Unknown,0
18975,1765,Unknown,0
20156,6793,Unknown,0
2651,8560,Folk,65
8497,464,Unknown,0
2971,4720,Unknown,0
10316,5227,R&B,114
15638,7234,Unknown,0
3541,78,Unknown,0
12340,4632,Unknown,0
20022,6390,Unknown,0
6633,4643,Unknown,0
19476,5065,Unknown,0
3731,1695,Unknown,0
647,5009,Unknown,0
8756,380,Unknown,0
8169,1883,Unknown,0
1255,1480,Unknown,0
5383,7847,Unknown,0
16182,1243,Unknown,0
20407,8301,Rock,134
18419,4030,R&B,114
13406,8780,Unknown,0
7172,6857,Rock,134
9348,7768,Unknown,0
13579,7317,Folk,65
556,4265,Unknown,0
16424,6802,Unknown,0
11804,4207,Unknown,0
17103,6782,Unknown,0
4736,4207,Unknown,0
18657,8601,Unknown,0
6404,3305,Unknown,0
3439,1107,Unknown,0
6280,7756,Unknown,0
15444,7364,Unknown,0
16469,7678,Unknown,0
10861,9197,Country,54
12386,5498,Unknown,0
6628,4876,Unknown,0
13554,7050,Unknown,0
3070,1339,Unknown,0
3922,3982,Unknown,0
17408,7325,Unknown,0
2667,1465,Unknown,0
5205,14,Unknown,0
10761,4637,Unknown,0
19120,5429,Unknown,0
19293,1715,Pop,106
14219,5035,Pop,106
16754,6904,Country,54
3299,2681,Unknown,0
17856,2236,Unknown,0
16548,647,Unknown,0
2226,6275,Unknown,0
11379,3071,Unknown,0
18053,6154,Unknown,0
4967,6868,Unknown,0
15448,4803,Unknown,0
5021,2253,Unknown,0
16589,276,Unknown,0
4375,896,Unknown,0
5899,4791,Blues,47
10019,8052,Unknown,0
15557,8056,Unknown,0
5322,6679,Unknown,0
12957,4664,Unknown,0
3617,4688,Unknown,0
12448,4962,Unknown,0
12224,2483,Unknown,0
8766,3450,Unknown,0
8110,5357,Unknown,0
8899,2221,Unknown,0
17692,2034,Unknown,0
589,3708,Unknown,0
17353,5492,Rock,134
12297,4554,Unknown,0
1633,7422,Unknown,0
16139,2650,Unknown,0
16170,6102,Unknown,0
12238,3346,Unknown,0
15486,1221,Unknown,0
18233,2990,Unknown,0
18400,4756,Unknown,0
7388,3451,Unknown,0
6726,7823,Unknown,0
6593,2599,Electronic/Dance,1
9255,4389,Unknown,0
19339,6335,Unknown,0
7195,1175,Unknown,0
18764,6566,Christmas,71
16104,507,Unknown,0
19978,473,Unknown,0
16774,8662,Unknown,0
5352,5511,R&B,114
17032,1208,Unknown,0
17464,8857,Unknown,0
9492,9135,Unknown,0
568,802,Unknown,0
17756,4634,Unknown,0
4081,4988,Unknown,0
16662,2171,Unknown,0
12323,2344,Unknown,0
12190,9059,Unknown,0
10626,6929,Unknown,0
16792,472,Unknown,0
3581,1447,Unknown,0
18684,7088,Unknown,0
6676,6687,Unknown,0
1718,2680,Unknown,0
19758,4527,Unknown,0
16138,3461,Unknown,0
18396,3977,Unknown,0
7588,4207,Unknown,0
5690,8924,Unknown,0
8226,901,Unknown,0
11857,8300,Unknown,0
698,5113,Unknown,0
2112,3811,R&B,114
13542,820,Unknown,0
4598,343,Unknown,0
11452,4543,Rock,134
13296,8472,Reggae,27
18201,5246,Unknown,0
2491,1926,Unknown,0
17172,157,Unknown,0
11941,1972,Unknown,0
2319,4544,Unknown,0
11782,634,Unknown,0
11435,3538,Unknown,0
13128,6421,Unknown,0
16153,5083,R&B,114
20373,4497,Unknown,0
3639,5926,Rock,134
12672,466,Unknown,0
7957,5244,Unknown,0
11029,1437,Unknown,0
8587,8342,Unknown,0
13410,791,Unknown,0
6151,3757,Unknown,0
6729,5282,Unknown,0
3644,8177,Unknown,0
4679,1682,Unknown,0
16019,6914,Unknown,0
8284,7403,Unknown,0
13370,2870,Unknown,0
15269,443,Unknown,0
16778,3444,Unknown,0
12962,6625,Unknown,0
19863,7024,Unknown,0
17582,4830,Unknown,0
7762,5365,Electronic/Dance,1
5831,2009,Unknown,0
12111,7088,Unknown,0
14841,7423,Unknown,0
970,5699,Unknown,0
18128,2581,Unknown,0
4790,2775,Unknown,0
18918,7834,Unknown,0
6199,2020,Classic Rock,135
4212,6625,Unknown,0
1463,4310,Unknown,0
11329,1883,Unknown,0
19977,9142,Unknown,0
