user,item,rating
95,1807761085,4
7432,1807816302,4
2340,1808416901,2
131,1800023508,3
3042,1800019594,5
682,1804383585,4
777,1808411942,4
6401,1807428619,4
3254,1808409330,5
6521,1808500003,4
5178,1800026398,5
5538,1808405428,5
7624,1807428619,4
2482,1807816302,2
7097,1800026332,5
5206,1800241087,4
5134,1804713420,5
2390,1800022654,5
795,1800214928,5
1974,1800025223,5
3169,1800019301,1
369,1800469397,4
4055,1808467432,5
2424,1800019483,4
990,1800341471,4
2270,1800024141,5
7199,1800051647,5
4741,1807634180,4
6950,1804738128,5
6631,1800267910,5
1199,1807858520,1
6753,1808406133,4
3935,1808405708,5
5948,1800153344,2
4305,1807428619,1
6290,1800019618,5
6355,1800024095,5
4523,1800135810,5
3814,1800141261,5
1391,1808405417,4
3733,1808405428,5
5692,1800070006,5
6902,1800340649,5
5314,1800112664,3
1185,1800026398,1
234,1800215641,5
4731,1808431865,1
384,1808433117,5
475,1800019594,5
2527,1800112611,5
5038,1800277397,4
6837,1807428853,4
1697,1807761085,5
5099,1802771203,4
2394,1800126696,5
7103,1800095032,5
4388,1800244920,5
4607,1800338792,5
900,1808402795,4
6966,1808405428,5
990,1803454613,5
5379,1804578201,5
6342,1800122103,5
76,1800150158,4
6854,1800140642,3
4920,1800023863,4
793,1807812170,5
1494,1800022581,5
4583,1808403981,1
6897,1808406117,1
3700,1808406133,4
7236,1808404300,5
5083,1807816302,1
4668,1808491635,5
1480,1800020600,4
7009,1800250043,5
2478,1802761041,3
2739,1800019304,5
1841,1800020058,4
3014,1800021161,3
5092,1800018783,4
6339,1800020102,4
1002,1800111588,5
4033,1808405082,2
1132,1808465610,5
3468,1807599125,4
3205,1800101911,5
3929,1808405417,5
641,1808404450,1
3188,1802814933,5
7027,1807432594,4
7553,1808402795,5
2300,1808429384,5
413,1807428619,4
6582,1808412549,4
6296,1800020646,3
7263,1800023362,5
4436,1804851376,4
6091,1808405708,2
663,1808403329,4
5010,1800093660,5
3558,1808412549,5
2601,1800097470,5
3170,1807579301,5
6317,1800194750,5
2364,1800242910,5
6877,1800201914,5
3886,1804090611,5
533,1800027621,4
7159,1808443070,4
4976,1800233344,5
5745,1800121659,5
2716,1808485843,5
6758,1800355002,2
4662,1808429384,4
2390,1804899878,1
5083,1807438892,4
3664,1804738128,5
2441,1800174173,4
2737,1808403030,4
527,1800283691,5
4325,1800020307,5
5201,1800353545,4
1818,1808405886,4
1708,1800121659,5
365,1800090455,4
2394,1808435941,5
2225,1800020044,5
1657,1800267501,5
6539,1808404343,3
693,1808412006,2
5223,1807733433,4
7182,1807428619,5
7269,1800040967,5
7522,1800019172,3
690,1800190009,4
2719,1807432836,5
2225,1808438656,3
7438,1808404010,1
7630,1808405428,5
533,1808403329,4
6583,1808465610,5
66,1800109653,5
1962,1807812168,4
1812,1804516780,5
5763,1807599125,5
4284,1808405757,2
3901,1802813191,5
1480,1807733710,4
5448,1800367884,5
338,1800216534,4
1383,1802761123,4
1941,1804516780,3
709,1800019594,5
5092,1800121659,5
4399,1807428619,5
704,1808418671,3
432,1800354474,5
1410,1800018810,5
3615,1804383559,4
2442,1805540029,5
7117,1807432594,3
7387,1800096752,5
1741,1808429955,4
3317,1800262186,4
6094,1807579301,4
1441,1800169824,3
3364,1808440575,1
5923,1808432813,4
1951,1800133836,5
832,1808485843,4
569,1800321767,4
6300,1808405417,4
7082,1808435651,5
3801,1802761123,3
4482,1804724734,4
7347,1800081012,5
6829,1808437039,5
6317,1800351401,4
4342,1808464298,5
3189,1808405708,1
1902,1800024141,5
3760,1800341783,5
1933,1807592188,1
2496,1808405757,3
659,1807993019,3
3631,1800160207,4
7431,1800359985,5
3488,1800253724,4
703,1800379216,4
1287,1807599125,5
4378,1808443070,1
1714,1807858503,2
7006,1800019037,3
5758,1807743620,5
140,1808405417,5
4044,1804738128,5
2565,1807537463,5
656,1800240281,5
2435,1807428619,1
525,1807426884,1
1351,1800350348,4
5709,1804383575,5
154,1800253182,5
7590,1800080788,5
6581,1800026869,5
5932,1800127733,5
224,1808405886,5
131,1800340678,5
5206,1800101568,4
6069,1800263264,2
6035,1807816319,4
6572,1800023786,5
1628,1804578191,5
1057,1808404742,5
4114,1808403329,5
4865,1800354474,5
3067,1808405417,5
6226,1808416901,4
5802,1800058244,4
5559,1808404742,5
1389,1808404477,5
186,1808405428,5
4571,1807537463,5
5911,1800255845,1
1376,1808421437,4
2544,1800026145,4
7322,1800350986,4
1670,1802814933,5
4508,1800026887,1
4068,1808439335,5
5789,1808403981,3
5211,1800350842,3
6069,1800020133,5
4402,1800223006,4
3305,1808465610,4
4402,1800191133,4
4390,1808404398,4
3895,1800174173,3
6527,1800026398,5
4177,1804126078,5
1059,1807426890,4
7029,1808402795,4
2149,1808405164,5
5977,1800071239,3
7280,1808429384,5
4823,1800202853,2
7322,1800026398,5
5529,1800193033,5
4120,1807839027,5
6567,1808498798,1
5924,1800025486,3
6525,1807779386,2
6038,1800223031,5
5301,1808405417,5
2530,1800025486,5
3169,1800019487,2
313,1800020133,5
245,1807426893,4
5898,1808404742,4
207,1800139980,5
4685,1808415480,3
6150,1800025601,5
6858,1807859491,4
1018,1800019304,5
4492,1807816319,2
531,1800169924,5
4462,1808443070,5
2135,1800252514,5
1338,1807592183,5
3791,1800238182,3
3384,1808402795,5
1790,1800019594,5
2814,1808404459,4
1074,1800018623,5
883,1800552752,4
1925,1800019955,4
4872,1808404459,5
485,1800062915,3
5213,1808405886,4
4192,1807816319,4
6240,1804536438,5
3819,1800097715,5
645,1800023240,5
990,1800102365,4
845,1800022581,5
5581,1807745519,5
734,1807592188,3
5192,1800026237,4
5774,1800152650,5
1219,1800192965,4
1609,1808435941,5
6328,1804857894,5
2325,1800020507,5
5559,1808421437,4
2755,1800242003,5
6539,1800021531,4
4992,1808440470,5
5228,1805537012,3
4402,1804856716,2
6890,1800215641,5
6818,1800166689,5
6247,1808439458,1
2957,1808429384,4
1440,1800020102,5
1800,1808403329,5
4036,1800061638,5
5478,1800019594,5
7440,1808404398,5
3395,1800020706,4
3137,1808435938,4
3150,1808396051,4
1330,1800238182,3
1647,1807485310,4
2409,1800135311,4
417,1808405757,5
990,1802761123,4
2383,1800195932,5
2988,1807879445,2
3940,1800182038,5
3488,1804322789,2
728,1800203488,5
2808,1808414381,5
6595,1802813191,5
6184,1808405250,5
3360,1808464298,3
4444,1800121659,5
418,1808420230,1
7547,1800024725,4
1013,1808406133,4
7426,1800020374,4
3440,1800072405,5
6332,1800361149,4
5205,1807455538,5
3324,1807776039,5
1528,1808465901,3
369,1800020044,3
5665,1808404459,4
1308,1808421437,4
4762,1800026398,5
2119,1808403030,4
282,1800078542,1
5547,1800128578,4
1331,1808429955,1
6296,1800340927,4
6761,1808404439,5
131,1800021959,4
6465,1800182293,5
591,1800061919,5
4309,1808405428,5
5936,1808405757,4
7519,1800024300,5
4570,1804589078,4
2690,1800019594,4
264,1808405250,3
3443,1800354573,3
6539,1805535161,4
5584,1802821120,5
6748,1800231487,5
913,1808439458,1
7571,1807428619,4
1570,1808405417,5
7001,1808431865,5
7157,1800078508,5
6719,1800020664,5
2683,1800354108,5
2511,1800180120,5
579,1800024802,4
1303,1808429530,4
5738,1800250286,5
5077,1800023586,4
5363,1808429384,5
7358,1808414381,5
5558,1808403836,5
3468,1808403030,5
131,1800043928,2
3367,1800353480,5
131,1800139077,2
4402,1800235258,4
2961,1800018850,5
432,1800087084,5
2005,1800020345,5
7159,1800420769,4
4957,1800025601,5
1394,1808405417,5
2601,1804471389,4
2928,1807733574,4
7119,1808431618,4
5206,1800108729,4
3500,1807428853,3
6631,1808405767,4
5291,1800399593,3
4233,1800018639,4
4938,1808429530,1
5913,1800193430,5
6294,1800177930,5
6541,1800353749,5
2106,1808404300,1
1997,1808418750,5
6406,1808465610,3
1308,1808404549,4
5371,1808404398,5
4977,1808418671,4
3852,1808405757,3
5210,1808403441,5
4762,1800024255,5
1479,1800139980,1
6720,1808415480,1
393,1800122869,3
346,1802771072,4
4398,1807428619,4
6486,1807776063,3
3166,1800158021,4
4453,1808421437,5
4333,1800245686,5
4375,1800089358,5
1570,1807879445,4
59,1804383559,5
1756,1800101018,4
2484,1807428619,5
3201,1802813191,4
3780,1804516780,1
1002,1800045289,1
2579,1800126702,4
4652,1808404541,4
6087,1808405308,4
485,1800318700,4
6135,1807839027,1
3979,1807816319,3
1981,1800228066,5
4132,1803454613,5
1776,1808404889,3
3973,1808406264,4
7134,1800021847,3
1528,1808416901,4
5661,1807428619,4
1413,1800074095,1
4260,1800064266,4
2701,1800264832,4
2058,1800353817,4
18,1808404742,1
1776,1807579301,4
5051,1808403742,5
1292,1800026398,3
3133,1800183637,5
3222,1808403441,5
3555,1804892925,1
293,1800023362,5
1566,1800035407,5
1837,1808404541,4
2701,1804383585,5
1849,1800019714,5
3991,1804738128,5
5953,1804364753,1
4447,1808404352,5
6911,1807599125,3
4548,1800193274,2
4267,1805540036,5
1871,1800026145,5
3547,1800222974,1
731,1808404170,2
829,1800264356,3
6755,1805535166,4
5129,1808404742,4
3576,1800076940,5
1974,1800340927,4
5994,1800328079,5
3220,1800088353,5
6724,1807815977,3
6209,1808418750,5
5771,1808435938,3
1657,1800420407,4
59,1800020664,5
7310,1804090603,4
2172,1802771203,5
4478,1808438656,3
1064,1808405428,5
4438,1808404889,5
1982,1803454613,3
1258,1800062915,5
1699,1808439458,3
2437,1807428853,4
2170,1808405417,5
237,1800135311,4
4196,1807428619,5
732,1808403441,5
5974,1804383559,5
3523,1800354573,4
3833,1800420852,3
4203,1808406133,5
2523,1808403030,5
4580,1808431865,5
1987,1800163421,5
6412,1800222436,5
4305,1808405417,5
4240,1808403329,3
1510,1800026145,5
1185,1808404841,1
4395,1807432594,5
2898,1800243093,4
4437,1807816319,4
6794,1803471098,3
5206,1800141508,5
5947,1800064744,5
7149,1800285729,5
939,1800022145,5
6465,1807768394,1
1531,1808406133,1
5111,1808416901,3
990,1800249089,4
1841,1800264844,5
7043,1808405417,5
3833,1800341742,4
3972,1807993019,5
5006,1807463607,4
7068,1800019594,5
3197,1807428853,4
1038,1800020867,5
6551,1807428853,4
2107,1808403030,4
5815,1800019304,5
506,1800175356,4
6596,1808404659,4
7053,1800121659,5
5865,1800025551,5
6562,1800365587,4
1990,1800419499,4
1513,1808404343,3
2214,1804856716,1
2951,1808406642,5
460,1800048862,3
433,1807858198,5
6,1800024300,5
5600,1800351534,3
3046,1808437039,4
2670,1808451248,1
2455,1808404459,4
2858,1800023226,5
99,1808405428,5
5827,1808431618,4
2369,1800217338,5
4085,1808465610,4
323,1808404170,1
3295,1800172534,5
3046,1800025652,3
411,1808404450,4
131,1800128597,2
1417,1808404459,3
6740,1800064784,5
7544,1808418721,4
5745,1804738128,5
602,1802814933,4
985,1802814933,5
480,1808437039,4
2841,1808406642,1
1144,1808415480,5
7256,1804892925,4
6792,1800169924,5
1555,1808405757,2
5989,1807428619,5
1457,1800019594,5
4199,1808411901,4
1376,1808418750,5
4443,1808404450,1
986,1804476721,5
3536,1807537463,5
3833,1800256362,3
5378,1808416650,4
5206,1800137971,5
5395,1807592188,4
2467,1800020107,3
4170,1800018710,4
7550,1808428820,3
1717,1808404742,5
3495,1808405417,5
6157,1800025778,5
3493,1807428853,5
197,1808403441,5
3070,1808405417,5
1570,1807839027,5
608,1807428853,4
1996,1808418721,1
5975,1808418721,4
4402,1800025778,4
3579,1800022106,5
990,1800215641,4
3488,1800177930,3
4012,1800021539,3
1258,1800074038,5
3487,1800340649,5
3241,1800024141,5
385,1807428619,1
6615,1800019337,5
5980,1807743675,4
1475,1800019537,2
7219,1808405708,1
6743,1800019512,4
4080,1807751013,2
6497,1800260787,5
4380,1800282735,1
3818,1800022654,5
6755,1808465610,3
6465,1800169241,5
3760,1807879613,4
2759,1800341079,4
131,1800148936,4
4367,1808416901,4
6706,1807859436,4
534,1808403329,4
1072,1808416901,4
3913,1800085537,5
3964,1808416901,3
5506,1803454613,4
1078,1800217075,5
3833,1800020374,4
1806,1808403981,5
5819,1808406133,5
3894,1807432836,5
985,1800134980,4
3291,1800352365,1
5398,1800131889,5
944,1800116750,4
509,1800018733,4
6522,1804555495,3
4562,1800182293,5
2948,1808411888,5
3869,1800023362,5
4082,1804090603,4
3676,1808403329,5
7282,1804383585,4
6450,1800120009,4
714,1802821120,5
3317,1808438656,4
3448,1800120902,5
1088,1800359660,5
7365,1800019491,4
2894,1808410707,2
3207,1804361439,5
4087,1808440470,4
131,1800122164,3
5148,1800282126,3
432,1804555498,5
6924,1808404398,4
5311,1808435938,3
2278,1800223031,5
2047,1802821120,5
618,1800222436,5
5077,1800414569,5
4319,1800353545,2
5455,1800072999,4
7511,1804738128,5
134,1807428619,4
4319,1800281903,3
3121,1808414381,4
2332,1807776036,5
4252,1800019794,5
6792,1800422570,3
2862,1804471404,5
2966,1808403030,5
1437,1807428853,5
3436,1808404742,5
1425,1808439458,3
6792,1800313252,2
5296,1808404742,4
4637,1807599125,3
6343,1808406642,3
5202,1808403441,5
3879,1807578024,5
7591,1808465610,5
6104,1807428853,4
4929,1808405650,5
4116,1807432594,5
3733,1808405417,5
501,1800191256,5
5149,1800022089,4
5507,1800253043,5
2487,1800018623,5
1945,1808409320,5
1133,1800228066,5
5200,1808415480,1
4851,1808505356,4
5476,1808405417,5
5967,1800261904,5
4498,1808437167,4
432,1800306707,5
2670,1800252514,5
3702,1808404889,4
2302,1807473444,5
6539,1800018810,4
6174,1803454613,4
1967,1807751254,5
6500,1808412615,5
2390,1800020135,3
6342,1800139980,5
3791,1800147499,5
1126,1804383585,4
4495,1808404742,5
7101,1804170974,5
793,1808465610,5
5167,1800027621,4
5991,1800165683,5
7079,1808403030,5
52,1807432830,4
2857,1808403441,1
6792,1800195627,4
963,1808465610,4
988,1800070836,5
1278,1800340585,4
2422,1808421245,4
6264,1808465610,5
6794,1800333968,5
6864,1807432594,5
3025,1800022089,4
549,1800023240,3
6438,1808437167,3
131,1800165087,2
4619,1800173014,4
433,1805540036,5
3392,1808404659,3
2023,1800421139,3
2898,1804318783,5
6176,1808403329,4
4995,1808405417,5
6641,1800147546,5
671,1808403441,4
1586,1808465610,4
3651,1808416901,4
3470,1808435494,5
3966,1800024682,1
6332,1800026398,3
3405,1808437039,5
3169,1800139669,5
5238,1808409330,2
5294,1807812147,4
7458,1808429384,5
1054,1800263060,5
3083,1807812170,5
3315,1800216534,5
5085,1808465610,3
3462,1807428619,1
1740,1808403030,5
4390,1800419988,5
358,1800018653,4
2108,1804857513,1
3769,1808411942,3
3833,1800177930,5
7429,1808429955,2
3943,1808466175,3
4530,1800101006,5
1391,1808404343,4
3039,1807816319,3
4360,1807776045,4
131,1800444945,4
4271,1800340927,5
3278,1800354249,4
1945,1808431865,5
3566,1800192869,5
4949,1807816319,3
1641,1807432594,5
4090,1808409407,4
3060,1800082274,5
7194,1807592188,4
2100,1808404742,5
6016,1804133346,5
6907,1807859436,5
4071,1808437039,4
5581,1800080788,4
2717,1802821765,5
1877,1800026398,2
7226,1808414381,4
1794,1808421437,5
6731,1800018676,5
6203,1800019201,2
3840,1800353550,4
111,1800256439,5
5007,1808416901,5
1976,1808433119,5
3722,1800150158,4
6753,1807438889,5
4752,1800019457,5
1452,1808440575,2
1663,1808433063,5
2494,1807432594,5
1827,1808403329,4
5447,1807428619,4
6438,1800353559,4
1446,1808437167,1
4571,1800274341,5
5141,1800181977,5
3878,1800243949,1
5588,1808405164,5
5657,1800160207,5
6987,1808406133,4
1183,1802821765,5
4622,1807812168,4
3138,1807428853,4
2544,1807839027,4
3625,1807428937,5
506,1800025928,3
1018,1800351534,1
1684,1800018844,4
4429,1800410898,5
2411,1800090928,1
3634,1808405886,5
6115,1808406642,5
1768,1807599125,4
6808,1807743620,5
4320,1807432594,4
6578,1807428853,5
5565,1808405417,4
3380,1800022581,4
1283,1808439458,1
3005,1807815980,5
4277,1804724738,4
2356,1800143439,4
6792,1800053000,4
7329,1800139200,5
6878,1807537463,5
2555,1805540029,5
3749,1800124105,3
3185,1808405515,5
444,1808416650,4
2543,1800141720,3
6568,1804133343,5
4895,1800252048,5
7047,1807863342,4
3437,1800341783,5
6897,1808518669,1
6096,1800341783,4
2096,1807428853,5
2073,1800019594,5
4578,1800018722,5
4474,1800353545,4
2520,1800244920,5
3162,1800026869,5
584,1800019244,2
1935,1808416901,2
5999,1807455667,1
49,1808435938,3
7555,1800024682,3
245,1800121659,4
3760,1800071729,5
990,1800019246,5
1957,1800147492,5
4333,1800019594,5
6233,1803471098,5
3747,1804856734,1
3367,1804288900,5
4503,1800351534,4
5835,1807858358,3
131,1800227191,4
977,1807426893,5
5953,1800254956,1
5838,1800021630,5
1724,1800026398,4
6139,1808405417,5
1440,1807432594,5
1418,1800018933,5
4402,1800021683,5
7601,1800019594,5
3443,1803248910,2
6468,1800193973,4
557,1808415480,3
189,1802953401,5
2338,1800421139,5
6736,1800119695,5
6341,1800112338,5
7023,1808404541,5
2868,1807428853,3
6667,1804379962,5
6539,1800242003,4
2380,1805537012,4
5762,1800020296,5
6719,1800201725,1
2499,1808429384,5
1876,1808403329,5
5500,1807428853,5
3437,1800018676,5
2376,1807566990,4
2973,1800024806,5
4978,1808405417,5
3479,1804104796,5
4402,1800018733,4
6494,1808406175,5
1945,1807993019,4
6948,1807816347,5
4966,1808406264,5
1957,1800352387,4
4570,1803453994,4
1275,1808405417,4
1964,1800090455,3
4363,1808405757,1
4447,1807859491,5
6488,1800353532,5
304,1804090603,3
6202,1808437039,5
321,1800074945,5
1985,1807816319,4
6850,1800444945,5
7259,1800022810,1
3785,1800353545,5
3817,1807743675,5
5696,1808465610,4
7159,1800022581,4
5038,1800025486,5
3295,1805540036,4
523,1807438892,5
5519,1808405082,5
6541,1800245829,5
1391,1808456789,4
267,1808405428,4
6355,1808437039,5
2532,1800223031,5
7231,1807743620,4
5412,1800018720,4
4423,1804471389,4
213,1800354138,4
7027,1808406133,5
6522,1800350475,2
2448,1800020133,5
2761,1807839027,5
5946,1808403329,3
2481,1800018902,2
6670,1800419988,3
5924,1800080788,5
2477,1807428853,5
4374,1800018964,5
7417,1807432594,4
7367,1808435494,4
2237,1800291767,4
6027,1807428853,3
7066,1800065773,4
2409,1800020897,3
6106,1807615113,5
454,1808440575,1
4946,1808429384,5
2585,1800026443,3
6859,1800088236,5
5512,1807579301,4
595,1800128062,1
3815,1807432594,5
1480,1800215641,4
3115,1800351534,1
4338,1808412294,1
1437,1800107656,5
7164,1807839027,5
714,1808412006,3
6383,1808437167,1
213,1807426884,5
3348,1808431865,4
1441,1800177888,4
5408,1807839027,4
993,1808404622,4
87,1807457681,1
4148,1808431865,4
4124,1808421437,4
131,1800130720,4
5564,1808429955,4
814,1802821765,4
1999,1807428853,5
3262,1800023362,4
2511,1804851376,5
2862,1800048875,5
7173,1808404742,5
2516,1800022996,4
5201,1800119695,5
3955,1800387606,3
5939,1803454613,4
1512,1804536438,4
1726,1807432841,2
1250,1807428619,5
6807,1808404622,3
4447,1808463512,1
5846,1804383571,4
1052,1808418750,5
6454,1800024989,2
5306,1808428820,3
6008,1800022581,4
7006,1800080795,5
6285,1800202853,4
4313,1800244920,5
2390,1800025993,1
2135,1800130362,5
506,1800024819,3
1237,1800183219,4
2841,1808416650,2
1228,1804738128,5
3717,1807428853,5
3675,1804738128,5
4128,1800256414,4
512,1808403030,4
4464,1807428619,4
4342,1807432594,4
5220,1800340649,5
4402,1800085789,4
1186,1808420114,2
6114,1804738128,5
6077,1800122103,5
3995,1808409320,4
1684,1800353749,5
3549,1800419499,5
344,1808443070,5
6975,1808432817,4
6540,1800022581,4
4570,1808429955,1
2511,1800163608,5
7105,1800111258,5
2023,1800247298,5
1578,1808405417,5
7142,1808465610,5
1511,1808404841,5
4144,1800353813,1
4583,1800155082,5
4913,1807816319,4
7542,1800082735,5
3523,1800234414,3
5900,1808465610,5
1258,1800021683,5
5933,1808416901,3
3115,1803454613,5
